category,sub_category,arrest_made,latitude,longitude
ASSAULT,AGGRAVATED: HANDGUN,N,41.8599365,-87.715232403
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.83783027,-87.710946147
ASSAULT,AGGRAVATED: HANDGUN,N,41.736629057,-87.606268198
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.881716983,-87.752974602
ASSAULT,AGGRAVATED: HANDGUN,N,41.872846364,-87.763144638
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.801676043,-87.625884861
BATTERY,AGGRAVATED: HANDGUN,N,41.669720424,-87.628414883
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,Y,41.79276383,-87.708437631
ASSAULT,AGG PRO.EMP: HANDGUN,N,41.954151453,-87.67905578
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.659125435,-87.611758932
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.735863893,-87.64374344
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.793924612,-87.673580917
BATTERY,AGGRAVATED: HANDGUN,N,41.794402412,-87.620350386
ASSAULT,AGGRAVATED: HANDGUN,Y,41.932003912,-87.775991667
ASSAULT,AGGRAVATED: HANDGUN,Y,41.75216896,-87.605227966
BATTERY,AGGRAVATED: HANDGUN,N,41.879241324,-87.697457309
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.778568392,-87.648400599
ROBBERY,ARMED: HANDGUN,N,41.7799566,-87.605921959
ASSAULT,AGGRAVATED: HANDGUN,N,41.799269976,-87.619339223
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.776739735,-87.608004042
ASSAULT,AGGRAVATED: HANDGUN,N,41.734996517,-87.559672022
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.817242958,-87.616810128
ASSAULT,AGGRAVATED: HANDGUN,N,41.884664028,-87.773369922
BATTERY,AGGRAVATED: HANDGUN,N,41.845935617,-87.70018015
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.793370197,-87.634131906
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.890687124,-87.724723785
ROBBERY,ARMED: HANDGUN,N,41.744945058,-87.603788876
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.866331725,-87.666379171
ROBBERY,ARMED: HANDGUN,N,41.775443388,-87.631698051
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.786667102,-87.670916266
ASSAULT,AGGRAVATED: HANDGUN,N,41.700033643,-87.611938948
ASSAULT,AGGRAVATED: HANDGUN,Y,41.806214539,-87.684359414
ROBBERY,ARMED: HANDGUN,N,41.758904163,-87.634506167
BATTERY,AGGRAVATED: HANDGUN,N,41.881716983,-87.752974602
ROBBERY,ATTEMPT: ARMED-HANDGUN,Y,41.72219113,-87.595489366
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.708103966,-87.621502503
BATTERY,AGGRAVATED PO: HANDGUN,N,41.813570499,-87.668746294
BATTERY,AGGRAVATED: HANDGUN,N,41.851252117,-87.700336938
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.742682483,-87.652314448
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.756348573,-87.628559903
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.67894851,-87.621995942
ASSAULT,AGGRAVATED: HANDGUN,Y,41.866843668,-87.625816668
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.873187107,-87.743670577
ASSAULT,AGG PRO.EMP: HANDGUN,N,41.925982502,-87.754793126
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.880348796,-87.757026306
ROBBERY,ARMED: HANDGUN,N,41.858296757,-87.723694812
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750478929,-87.655075849
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.962916739,-87.716278732
ROBBERY,ARMED: HANDGUN,N,41.882004688,-87.728948432
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.779816351,-87.640504643
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.946387337,-87.765544478
BATTERY,AGGRAVATED: HANDGUN,N,41.794285594,-87.626314521
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.68829222,-87.632594583
ROBBERY,ARMED: HANDGUN,N,41.877825357,-87.738439452
ASSAULT,AGGRAVATED: HANDGUN,Y,41.733437452,-87.649635014
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.809226144,-87.702793941
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.910288124,-87.690282897
ASSAULT,AGGRAVATED: HANDGUN,N,41.717672186,-87.593075979
ROBBERY,ARMED: HANDGUN,N,41.876581037,-87.745137513
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.762725428,-87.558118436
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.906431144,-87.753419418
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.873317554,-87.713208896
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.75242239,-87.602784346
ASSAULT,AGGRAVATED: HANDGUN,N,41.761380873,-87.619990326
BATTERY,AGGRAVATED: HANDGUN,N,41.923702771,-87.746284983
BATTERY,AGGRAVATED: HANDGUN,N,41.8689474,-87.725282497
BATTERY,AGGRAVATED: HANDGUN,N,41.696213962,-87.624354201
ASSAULT,AGGRAVATED: HANDGUN,Y,41.927929456,-87.805172302
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.684992237,-87.620779831
BATTERY,AGGRAVATED: HANDGUN,N,41.880932047,-87.709514547
BATTERY,AGGRAVATED: HANDGUN,N,41.861590245,-87.694974394
ROBBERY,ARMED: HANDGUN,N,41.774443027,-87.604576499
ROBBERY,ARMED: HANDGUN,N,41.822375304,-87.606850858
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.751317167,-87.563800456
ROBBERY,ARMED: HANDGUN,N,41.909915134,-87.676745013
BATTERY,AGGRAVATED: HANDGUN,N,41.79152136,-87.671801382
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.78330986,-87.650132087
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.884863602,-87.757676139
ASSAULT,AGGRAVATED: HANDGUN,N,41.812454551,-87.626166103
ROBBERY,ARMED: HANDGUN,N,41.970326751,-87.72566149
ROBBERY,ARMED: HANDGUN,N,41.771014603,-87.622849278
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.880744662,-87.764873772
BATTERY,AGGRAVATED: HANDGUN,N,41.886686928,-87.625311311
ASSAULT,AGGRAVATED: HANDGUN,N,41.750491135,-87.600314257
ROBBERY,ARMED: HANDGUN,N,41.921197774,-87.747454374
BATTERY,AGGRAVATED: HANDGUN,N,41.698467221,-87.532866763
BATTERY,AGGRAVATED: HANDGUN,N,41.901269007,-87.762135142
ROBBERY,ARMED: HANDGUN,N,41.872170526,-87.669053844
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.847157309,-87.685505623
ASSAULT,AGGRAVATED: HANDGUN,N,41.924622366,-87.715479331
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.767836078,-87.663870303
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.890723197,-87.718615737
ROBBERY,ARMED: HANDGUN,N,41.799911401,-87.742952841
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.712553505,-87.564574308
BATTERY,AGGRAVATED: HANDGUN,N,41.900228116,-87.771985058
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.979373742,-87.899071992
ROBBERY,ARMED: HANDGUN,N,41.853538819,-87.693042986
ROBBERY,ARMED: HANDGUN,N,41.894925002,-87.756234153
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748486365,-87.602675062
ASSAULT,AGGRAVATED: HANDGUN,N,42.004905593,-87.696656368
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.880991005,-87.704725496
ROBBERY,ARMED: HANDGUN,N,41.884571034,-87.745427795
BATTERY,AGGRAVATED: HANDGUN,N,41.788357418,-87.653506999
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.776400433,-87.570448042
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.900441318,-87.753587489
ROBBERY,ARMED: HANDGUN,N,41.931417509,-87.755078443
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.707762521,-87.623535162
ROBBERY,ARMED: HANDGUN,N,41.712456039,-87.620106677
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.856351961,-87.685750545
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.895479821,-87.714177247
BATTERY,AGGRAVATED: HANDGUN,N,41.902048188,-87.772116051
ROBBERY,ARMED: HANDGUN,N,41.898647572,-87.691843246
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.890761235,-87.724726754
ASSAULT,AGGRAVATED: HANDGUN,N,41.753652263,-87.558040717
ASSAULT,AGGRAVATED: HANDGUN,N,41.884125131,-87.684045303
BATTERY,AGGRAVATED: HANDGUN,N,41.876720197,-87.701088107
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.773223738,-87.679702672
ASSAULT,AGGRAVATED: HANDGUN,N,41.781274042,-87.605951067
ASSAULT,AGGRAVATED: HANDGUN,N,41.870773876,-87.720925402
ASSAULT,AGGRAVATED: HANDGUN,N,41.985534487,-87.660126814
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.691760082,-87.613345824
BATTERY,AGGRAVATED: HANDGUN,N,41.854793855,-87.6685693
ROBBERY,ARMED: HANDGUN,N,41.935005958,-87.711310627
ASSAULT,AGGRAVATED: HANDGUN,N,41.711007641,-87.569390525
ASSAULT,AGGRAVATED: HANDGUN,Y,41.891533327,-87.68918191
BATTERY,AGGRAVATED: HANDGUN,N,41.748152866,-87.658526697
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.742900733,-87.643814722
ASSAULT,AGGRAVATED: HANDGUN,N,41.759534472,-87.623173846
ASSAULT,AGGRAVATED: HANDGUN,N,41.807041639,-87.730907954
BATTERY,AGGRAVATED: HANDGUN,N,41.880348999,-87.757066697
ASSAULT,AGGRAVATED: HANDGUN,Y,41.764708006,-87.563193271
ASSAULT,AGGRAVATED: HANDGUN,Y,41.90568028,-87.695152521
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.884923991,-87.757679269
ASSAULT,AGGRAVATED: HANDGUN,Y,41.773096197,-87.671327201
BATTERY,AGGRAVATED: HANDGUN,N,41.776795901,-87.604304228
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.873733853,-87.701976724
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.841904764,-87.629533842
BATTERY,AGGRAVATED: HANDGUN,N,42.011546941,-87.666759271
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.747431582,-87.584199555
BATTERY,AGGRAVATED: HANDGUN,N,41.649713173,-87.538659027
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.761947357,-87.621061662
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.784224131,-87.667971455
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.890032874,-87.773594813
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.899999237,-87.717685608
ASSAULT,AGGRAVATED: HANDGUN,N,41.754220122,-87.648256389
ASSAULT,AGGRAVATED: HANDGUN,N,41.893469034,-87.632648229
BATTERY,AGGRAVATED: HANDGUN,N,41.779944902,-87.693419981
BATTERY,AGGRAVATED: HANDGUN,N,41.722997363,-87.646295034
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.756812461,-87.555422493
ROBBERY,ARMED: HANDGUN,N,41.781160877,-87.617204634
ROBBERY,ARMED: HANDGUN,N,41.804929408,-87.66885761
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.686415543,-87.631318936
BATTERY,AGGRAVATED: HANDGUN,N,41.880935999,-87.709231753
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,Y,41.903411736,-87.628667741
ASSAULT,AGGRAVATED: HANDGUN,N,41.89000579,-87.712279929
ROBBERY,ARMED: HANDGUN,N,41.800439665,-87.693986299
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.808425909,-87.685239423
ASSAULT,AGGRAVATED: HANDGUN,N,41.877973469,-87.645092911
ASSAULT,AGGRAVATED: HANDGUN,N,41.774222681,-87.607049903
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.863760927,-87.710463445
ASSAULT,AGGRAVATED: HANDGUN,N,41.775717853,-87.672906006
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.873385861,-87.693641699
ROBBERY,ARMED: HANDGUN,N,41.873110209,-87.745800868
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.671903369,-87.641710641
BATTERY,AGGRAVATED: HANDGUN,N,41.851761023,-87.705558672
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.870084721,-87.702108093
ROBBERY,ARMED: HANDGUN,N,41.90551149,-87.647317276
BATTERY,AGGRAVATED: HANDGUN,N,41.774167776,-87.607046857
ROBBERY,ARMED: HANDGUN,N,41.798232052,-87.718396557
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.774958888,-87.696944997
ASSAULT,AGGRAVATED: HANDGUN,N,41.76778191,-87.689442638
ROBBERY,ARMED: HANDGUN,N,41.873372456,-87.713212037
ROBBERY,ARMED: HANDGUN,N,41.791143237,-87.725556317
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.742710224,-87.634088181
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.794347511,-87.623449767
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.8818059,-87.746172894
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.773059113,-87.59116371
ROBBERY,ARMED: HANDGUN,N,41.835331437,-87.613023276
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.688692285,-87.610780595
BATTERY,AGGRAVATED: HANDGUN,N,41.881810374,-87.745974554
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750446169,-87.602733461
ROBBERY,ARMED: HANDGUN,N,41.876747617,-87.688742906
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.754994311,-87.653851862
BATTERY,AGGRAVATED: HANDGUN,N,41.751395628,-87.660226159
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.984635395,-87.663582658
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.88005957,-87.753540414
ROBBERY,ARMED: HANDGUN,Y,41.65470253,-87.607556248
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.899500466,-87.756942292
ROBBERY,ARMED: HANDGUN,N,41.994459376,-87.718983284
ROBBERY,ARMED: HANDGUN,N,41.836069707,-87.613033345
BATTERY,AGGRAVATED: HANDGUN,N,41.915840237,-87.73505905
ROBBERY,ARMED: HANDGUN,N,41.902691713,-87.772958969
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.874473632,-87.710811069
ROBBERY,ARMED: HANDGUN,N,41.762184391,-87.586223523
BATTERY,AGGRAVATED: HANDGUN,N,41.864096311,-87.714124026
ASSAULT,AGGRAVATED: HANDGUN,Y,41.909321121,-87.770017081
BATTERY,AGGRAVATED: HANDGUN,N,41.730698863,-87.59983225
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.77268594,-87.605758495
ASSAULT,AGGRAVATED: HANDGUN,N,41.964678068,-87.711110334
ROBBERY,ARMED: HANDGUN,Y,41.916812598,-87.64968001
ASSAULT,AGGRAVATED: HANDGUN,N,41.89402512,-87.662348457
ROBBERY,ARMED: HANDGUN,Y,41.695018891,-87.641250684
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.886527415,-87.744304447
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.756096008,-87.612619881
ROBBERY,ARMED: HANDGUN,N,41.891093593,-87.706418743
ASSAULT,AGGRAVATED: HANDGUN,N,41.74248055,-87.548791037
BATTERY,AGGRAVATED: HANDGUN,N,41.77789571,-87.601611744
BATTERY,AGGRAVATED: HANDGUN,N,41.895374171,-87.725219214
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.800729999,-87.663546366
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.917234286,-87.720999473
ROBBERY,ARMED: HANDGUN,N,41.908460238,-87.690242463
ROBBERY,ARMED: HANDGUN,N,41.812929581,-87.693124786
ROBBERY,ARMED: HANDGUN,N,41.772849172,-87.58629407
ROBBERY,ARMED: HANDGUN,N,41.84431416,-87.719977688
ROBBERY,ARMED: HANDGUN,N,41.870894302,-87.711671903
ASSAULT,AGGRAVATED: HANDGUN,N,41.759442511,-87.629636606
BATTERY,AGGRAVATED: HANDGUN,N,41.786184976,-87.648598206
BATTERY,AGGRAVATED: HANDGUN,N,41.901269007,-87.762135142
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.901627904,-87.718959301
ASSAULT,AGGRAVATED: HANDGUN,N,41.729307846,-87.631075617
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.853963055,-87.679207947
BATTERY,AGGRAVATED: HANDGUN,N,41.929580631,-87.757064798
ROBBERY,ARMED: HANDGUN,N,41.918334244,-87.726595918
ASSAULT,AGGRAVATED: HANDGUN,Y,41.998475429,-87.672288958
ASSAULT,AGGRAVATED: HANDGUN,N,41.967169681,-87.718215967
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.757253887,-87.646637147
ROBBERY,ARMED: HANDGUN,N,41.751164599,-87.612198632
ROBBERY,ARMED: HANDGUN,N,41.77269983,-87.576474724
BATTERY,AGGRAVATED: HANDGUN,N,41.773135838,-87.642633156
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.944899958,-87.734747008
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.991129115,-87.717668989
ROBBERY,ARMED: HANDGUN,N,41.903140345,-87.757144655
BATTERY,AGGRAVATED: HANDGUN,N,41.750702661,-87.612493314
ROBBERY,ARMED: HANDGUN,N,41.691671148,-87.623756029
ROBBERY,ARMED: HANDGUN,N,41.762521418,-87.652837784
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.86645124,-87.701093842
BATTERY,AGGRAVATED: HANDGUN,N,41.847202179,-87.701441224
BATTERY,AGGRAVATED: HANDGUN,N,41.878798552,-87.731398505
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.933991598,-87.769983805
ROBBERY,ARMED: HANDGUN,N,41.786697304,-87.668543565
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.745935388,-87.555213021
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.722168296,-87.632164372
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.683422674,-87.629272088
BATTERY,AGGRAVATED: HANDGUN,N,41.967187687,-87.660283243
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.824237868,-87.670235628
ROBBERY,ARMED: HANDGUN,N,41.722083292,-87.677250456
BATTERY,AGGRAVATED: HANDGUN,N,41.913402582,-87.774107103
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.687003578,-87.634142562
BATTERY,AGGRAVATED: HANDGUN,N,41.867614798,-87.69959914
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.772523095,-87.583841674
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.912288727,-87.731293362
ROBBERY,ARMED: HANDGUN,N,41.69600103,-87.623203137
ROBBERY,ARMED: HANDGUN,N,41.996013151,-87.716529328
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.783143861,-87.620552126
BATTERY,AGGRAVATED: HANDGUN,N,41.736599019,-87.575707974
ASSAULT,AGGRAVATED: HANDGUN,N,41.931135348,-87.77627118
BATTERY,AGGRAVATED: HANDGUN,N,41.749880266,-87.663426578
BATTERY,AGGRAVATED: HANDGUN,N,41.739543888,-87.643722391
ASSAULT,AGGRAVATED: HANDGUN,N,41.777145537,-87.665423287
ROBBERY,ARMED: HANDGUN,Y,41.929246927,-87.644670656
BATTERY,AGGRAVATED: HANDGUN,N,41.875250729,-87.726797963
ROBBERY,ARMED: HANDGUN,N,41.754509295,-87.562648192
BATTERY,AGGRAVATED: HANDGUN,N,41.900914498,-87.631358327
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.852043811,-87.684351501
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.740762744,-87.665624567
ASSAULT,AGGRAVATED: HANDGUN,N,41.895361374,-87.726431415
ROBBERY,ARMED: HANDGUN,N,41.792658589,-87.590281244
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.702876654,-87.604960389
BATTERY,AGGRAVATED: HANDGUN,N,41.849506498,-87.700288081
ASSAULT,AGGRAVATED: HANDGUN,N,41.753695184,-87.555053335
ROBBERY,ARMED: HANDGUN,N,41.757622369,-87.634472427
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.886698495,-87.711177168
ROBBERY,ARMED: HANDGUN,N,41.80758587,-87.615054434
ROBBERY,ARMED: HANDGUN,N,41.952685283,-87.653884757
ROBBERY,ARMED: HANDGUN,N,42.022534349,-87.673357342
BATTERY,AGGRAVATED: HANDGUN,N,41.703230009,-87.628173505
ROBBERY,ARMED: HANDGUN,N,41.818209103,-87.616836043
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.688973086,-87.621918469
ROBBERY,ARMED: HANDGUN,N,41.922845305,-87.711127443
ROBBERY,ARMED: HANDGUN,N,41.787553774,-87.606078091
BATTERY,AGGRAVATED: HANDGUN,Y,41.814457902,-87.639672886
ROBBERY,ARMED: HANDGUN,Y,41.749657947,-87.66342156
BATTERY,AGGRAVATED: HANDGUN,N,41.797255124,-87.633070154
BATTERY,AGGRAVATED: HANDGUN,N,41.765408728,-87.600679645
BATTERY,AGGRAVATED: HANDGUN,N,41.910155609,-87.773995839
BATTERY,AGGRAVATED: HANDGUN,N,41.845525043,-87.698881307
ASSAULT,AGGRAVATED: HANDGUN,N,41.904129601,-87.749799834
ROBBERY,ARMED: HANDGUN,N,41.951538552,-87.659999407
ROBBERY,ARMED: HANDGUN,N,41.870446073,-87.719665521
ROBBERY,ARMED: HANDGUN,N,41.873276215,-87.738599132
ROBBERY,ARMED: HANDGUN,Y,41.908430535,-87.638509526
ROBBERY,ARMED: HANDGUN,N,41.872823407,-87.726013143
BATTERY,AGGRAVATED: HANDGUN,N,41.67891566,-87.628691588
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.783866283,-87.61669054
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.749324231,-87.662197379
ASSAULT,AGGRAVATED: HANDGUN,N,41.747938252,-87.73258585
BATTERY,AGGRAVATED: HANDGUN,N,41.84882893,-87.690454678
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.824545007,-87.633202124
ASSAULT,AGGRAVATED: HANDGUN,Y,41.770133126,-87.684935836
ASSAULT,AGGRAVATED PO: HANDGUN,N,41.855036295,-87.667311425
ROBBERY,ARMED: HANDGUN,N,41.781895969,-87.698343002
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.713324914,-87.636933943
ROBBERY,ARMED: HANDGUN,N,41.895927235,-87.676172074
ROBBERY,ARMED: HANDGUN,N,41.90808363,-87.635607398
ASSAULT,AGGRAVATED: HANDGUN,N,41.79416776,-87.655480887
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.778785401,-87.684848686
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.863588895,-87.703075093
ASSAULT,AGGRAVATED: HANDGUN,N,41.764083357,-87.693016796
ASSAULT,AGGRAVATED: HANDGUN,N,41.77293505,-87.685908428
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.893574836,-87.721769096
BATTERY,AGGRAVATED: HANDGUN,N,41.758283288,-87.583472279
BATTERY,AGGRAVATED: HANDGUN,N,41.772894221,-87.580164061
ROBBERY,ARMED: HANDGUN,N,41.757481308,-87.557745407
BATTERY,AGGRAVATED: HANDGUN,N,41.853352121,-87.695493113
ROBBERY,ARMED: HANDGUN,N,41.903278294,-87.671740023
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.928508063,-87.736730361
ROBBERY,ARMED: HANDGUN,N,41.783353346,-87.618932853
ROBBERY,ARMED: HANDGUN,N,41.756548345,-87.565112352
ASSAULT,AGGRAVATED: HANDGUN,N,41.860351383,-87.706715442
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.849219694,-87.69162894
ROBBERY,ARMED: HANDGUN,N,41.914214962,-87.720359657
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.809220836,-87.626902264
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.867293057,-87.711526897
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.743974014,-87.604723276
ASSAULT,AGGRAVATED: HANDGUN,N,41.79946087,-87.596121972
BATTERY,AGGRAVATED: HANDGUN,N,41.813183063,-87.60571854
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.897884583,-87.696758159
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.68151286,-87.670857348
BATTERY,AGGRAVATED: HANDGUN,N,41.85406206,-87.672056607
ROBBERY,ARMED: HANDGUN,N,41.765958707,-87.66382384
ASSAULT,AGGRAVATED: HANDGUN,N,41.882998843,-87.687247898
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,N,41.855863796,-87.722370768
ROBBERY,ARMED: HANDGUN,N,41.932856144,-87.714664849
ROBBERY,ARMED: HANDGUN,N,41.921755612,-87.709061948
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.786944183,-87.65074252
ROBBERY,ARMED: HANDGUN,N,41.898150969,-87.716403073
ROBBERY,ARMED: HANDGUN,N,41.707140896,-87.610105293
BATTERY,AGGRAVATED: HANDGUN,N,41.741011881,-87.640038868
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.730397922,-87.59740308
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.841770623,-87.639965154
BATTERY,AGGRAVATED: HANDGUN,N,41.670016883,-87.62842629
ASSAULT,AGGRAVATED: HANDGUN,N,41.816364326,-87.598492387
ASSAULT,AGGRAVATED: HANDGUN,N,41.765698047,-87.722438871
ASSAULT,AGGRAVATED PO: HANDGUN,Y,41.967665151,-87.72312751
BATTERY,AGGRAVATED: HANDGUN,N,41.880399914,-87.753008553
